FIRE_NAME,DISCOVERY_DOY,DISCOVERY_DATE,FIRE_YEAR,STAT_CAUSE_DESCR,FIRE_SIZE,LATITUDE,LONGITUDE,STATE,CONT_DOY,CONT_DATE
FRENCH,227,2453231.5,2004,Arson,12535,40.681,-122.6409,CA,239,2453243.5
WHISKEYTOWN COMPLEX,173,2454638.5,2008,Lightning,6420,40.614,-122.6322,CA,278,2454743.5
HOOVER,191,2452100.5,2001,Lightning,9300,37.6249,-119.4865,CA,,
SOK,210,2452849.5,2003,Lightning,5524.8,38.0606,-119.8664,CA,,
MEADOW,183,2453187.5,2004,Lightning,5633,37.6569,-119.5702,CA,,
FROG,202,2453937.5,2006,Lightning,6031,38.0111,-119.7667,CA,288,2454023.5
BIG MEADOW SUPRESS,238,2455069.5,2009,Debris Burning,7425,37.7092,-119.7503,CA,250,2455081.5
FLICK CREEK,207,2453942.5,2006,Campfire,7879,48.2822,-120.6172,WA,276,2454011.5
BEARISLAND,136,2452045.5,2001,Campfire,24315,26.18851,-81.24764,FL,147,2452056.5
BICY COMPLEX,127,2454227.5,2007,Lightning,63599,26.2119,-80.9694,FL,162,2454262.5
DEEP LAKE,162,2454627.5,2008,Lightning,8330,26.03333,-81.3,FL,166,2454631.5
DEEP FIRE,112,2454943.5,2009,Lightning,29112,26.1769,-81.3139,FL,131,2454962.5
LITTLECEZR,113,2452022.5,2001,Miscellaneous,11760,25.355716,-80.467001,FL,117,2452026.5
LOPEZ,128,2452037.5,2001,Debris Burning,8427,25.506733,-80.643461,FL,143,2452052.5
MEMORIAL DAY FIRE,149,2453884.5,2006,Missing/Undefined,8000,25.433691,-80.549781,FL,151,2453886.5
AIRBOAT,171,2453906.5,2006,Lightning,12440,25.663482,-80.600082,FL,176,2453911.5
MUSTANG CORNER,135,2454600.5,2008,Miscellaneous,39465,25.5642,-80.575,FL,156,2454621.5
HELLS BAY,145,2454976.5,2009,Lightning,6175,25.22489,-80.90042,FL,148,2454979.5
SHARP,314,2452223.5,2001,Arson,7580,35.507217,-83.457391,NC,325,2452234.5
SOUTHLINE,288,2448909.5,1992,Debris Burning,11210,29.835,-93.5,LA,290,2448911.5
STARLAKE2,265,2448886.5,1992,Miscellaneous,9000,29.63333333,-94.16666667,TX,266,2448887.5
GNATCATCHE,159,2449146.5,1993,Lightning,5711,30.5936111,-82.3219444,GA,,
CRATER CRE,230,2449217.5,1993,Miscellaneous,6782,34.683,-98.6,OK,233,2449220.5
HIGHWAY 24,165,2449152.5,1993,Equipment Use,12705,46.73333333,-119.5166667,WA,166,2449153.5
CK CREEK,215,2449567.5,1994,Lightning,11067,47.683,-108.183,MT,224,2449576.5
BADGER,198,2449550.5,1994,Lightning,7910,41.6253,-119.298,NV,202,2449554.5
UNIT3ARSON,305,2449657.5,1994,Arson,9912,29.666,-94.1333,TX,308,2449660.5
UNIT1ARSON,348,2449700.5,1994,Arson,13400,29.633,-94.2167,TX,350,2449702.5
UNIT6ARSON,16,2449733.5,1995,Arson,6670,29.683,-94.0667,TX,16,2449733.5
OTAY322,296,2450378.5,1996,Campfire,14720,32.6439342,-116.8435448,CA,302,2450384.5
GATTON,116,2450198.5,1996,Arson,6000,38.3,-98.51666667,KS,116,2450198.5
ALKALIE,255,2450337.5,1996,Miscellaneous,10031,47.416,-107.933,MT,259,2450341.5
SAN PEDRO,160,2450242.5,1996,Miscellaneous,5975,33.866,-106.858,NM,163,2450245.5
WESTSIDE,25,2450107.5,1996,Miscellaneous,17835,34.7842,-98.8082,OK,32,2450114.5
CATNIP,276,2450358.5,1996,Debris Burning,5120,41.86861111,-119.3502778,NV,279,2450361.5
MCFWEST3,24,2450106.5,1996,Arson,5388,29.633,-94.1833,TX,25,2450107.5
BUOY LINE,65,2450513.5,1997,Debris Burning,11000,36.6582,-101.185,OK,67,2450515.5
CORFU,202,2450650.5,1997,Lightning,5000,46.820833,-119.341667,WA,204,2450652.5
SKULLCK,220,2451033.5,1998,Equipment Use,22000,42.4,-118.8358333,OR,227,2451040.5
ELKMEADOW,209,2451022.5,1998,Lightning,6500,46.52055556,-119.7163889,WA,211,2451024.5
DOF 122,73,2451251.5,1999,Miscellaneous,5000,26.15583333,-81.54333333,FL,,
FAKPF#1,361,2451539.5,1999,Miscellaneous,5000,26.05,-81.45833333,FL,,
HICKORY IS,101,2451279.5,1999,Debris Burning,14128,30.8347222,-82.385,GA,230,2451408.5
GRAY,297,2451475.5,1999,Debris Burning,5320,29.9488889,-93.7563889,LA,,
THEDFORD,75,2451253.5,1999,Equipment Use,74500,42.1557191,-101.112054,NE,77,2451255.5
DEGARMO CY,311,2451489.5,1999,Campfire,5000,42.54972222,-119.7055556,OR,313,2451491.5
BADGER FIR,236,2451414.5,1999,Lightning,40000,41.65111111,-119.3502778,NV,249,2451427.5
GIWW ARSON,362,2451540.5,1999,Arson,5000,29.65,-94.2,TX,363,2451541.5
GUS,100,2451643.5,2000,Smoking,5700,31.516,-111.517,AZ,101,2451644.5
CITYHALL2,154,2451697.5,2000,Smoking,5200,31.791,-111.458,AZ,156,2451699.5
DOF200,99,2451642.5,2000,Debris Burning,16500,26.09055556,-81.5425,FL,106,2451649.5
ALLEY,12,2451555.5,2000,Miscellaneous,8000,26.1478,-81.3988,FL,,
GA-2,62,2451605.5,2000,Debris Burning,7800,30.6675,-82.0516667,GA,70,2451613.5
SNAKE CRK,205,2451748.5,2000,Lightning,16000,42,-103.3833333,NE,206,2451749.5
DRYWELLS,247,2451790.5,2000,Lightning,12000,41.55,-102.0833333,NE,247,2451790.5
VAL COMP,261,2451804.5,2000,Lightning,13903,42.5,-100.6833333,NE,272,2451815.5
CRATERLK-L,256,2451799.5,2000,Lightning,10206.3,34.7,-98.625,OK,259,2451802.5
E WHITES 2,233,2451776.5,2000,Lightning,13000,29.625,-94.25,TX,238,2451781.5
24 COMMAND,179,2451722.5,2000,Equipment Use,163884,46.57194444,-119.7727778,WA,184,2451727.5
DOF#290,137,2452046.5,2001,Arson,8000,26.06111111,-81.46194444,FL,,
SECTION 3,176,2452085.5,2001,Lightning,9008.6,26.5,-80.4333333,FL,,
CRAVENS IS,139,2452048.5,2001,Lightning,6960,30.8841667,-82.3758333,GA,196,2452105.5
SISTERS A,180,2452089.5,2001,Lightning,5706,29.85,-93.4666667,LA,,
SISTERS B,178,2452087.5,2001,Lightning,7000,29.9519444,-93.5,LA,,
PORTKELLY,209,2452118.5,2001,Miscellaneous,9929,46.01944444,-118.9463889,WA,211,2452120.5
CITY HALL,134,2452408.5,2002,Campfire,5312,31.766,-111.483,AZ,135,2452409.5
NO.1WILD,80,2452354.5,2002,Debris Burning,5816,30.6491667,-82.2083333,GA,,
BJ-BAYCOMP,123,2452397.5,2002,Lightning,124110,30.6688889,-82.2936111,GA,70,2452709.5
NRTH BAYOU,203,2452477.5,2002,Lightning,5414,29.8427778,-93.5,LA,,
MANVEL,106,2452380.5,2002,Miscellaneous,5500,48.166,-97.3167,ND,107,2452381.5
BIRD,184,2452458.5,2002,Miscellaneous,5000,41.56,-103.36,NE,184,2452458.5
SHEENJEK,178,2452817.5,2003,Lightning,25230,67.65,-144.0833,AK,240,2452879.5
KERULU CREEK,169,2452808.5,2003,Lightning,40731.9,66.3917,-158.37,AK,187,2452826.5
HADWEENZIC,175,2452814.5,2003,Lightning,192489,66.85,-147.2681,AK,251,2452890.5
WINSLOW,224,2452863.5,2003,Lightning,13558,44.57194444,-111.9136111,MT,300,2452939.5
MCCLEAN BOTTOMS,99,2452738.5,2003,Campfire,6000,46.66666667,-100.5833333,ND,100,2452739.5
UNIT 12 WF,332,2452971.5,2003,Miscellaneous,5668,29.613,-94.2792,TX,334,2452973.5
UMTANUM RIDGE,205,2452844.5,2003,Miscellaneous,20000,46.58333333,-119.9666667,WA,209,2452848.5
599 GLACIER CREEK,227,2453231.5,2004,Campfire,8600,60.1,-150.5833,AK,278,2453282.5
UNIT 3-04-1W,227,2453231.5,2004,Arson,6018,29.9531,-93.4589,LA,229,2453233.5
UNIT 1 WF,257,2453261.5,2004,Miscellaneous,5150,29.63277778,-94.22861111,TX,258,2453262.5
450 FOX CREEK WFU,192,2453562.5,2005,Lightning,26300,60.1167,-150.85,AK,220,2453590.5
GROWLER PEAK,133,2453503.5,2005,Miscellaneous,7500,32.3888,-113.2863889,AZ,138,2453508.5
KING VALLEY,274,2453644.5,2005,Miscellaneous,26000,33.17888889,-114.0213889,AZ,279,2453649.5
UNIT 4-05-01,152,2453522.5,2005,Lightning,12154,29.88916667,-93.40166667,LA,155,2453525.5
HEARTLAND,252,2453622.5,2005,Lightning,6689,47.7147,-107.4489,MT,259,2453629.5
SHEEP,252,2453622.5,2005,Lightning,6778,47.6558,-107.47422,MT,259,2453629.5
CLEAR LAKE,252,2453622.5,2005,Miscellaneous,6500,48.436897,-102.305107,ND,254,2453624.5
LAMB,174,2453544.5,2005,Lightning,6607,36.87666667,-115.0719444,NV,186,2453556.5
GASS,173,2453543.5,2005,Lightning,22000,36.2402,-115.1049,NV,,
MCLANE,221,2453591.5,2005,Debris Burning,6851,46.63888889,-118.6805556,WA,223,2453593.5
EUREKA PALM,111,2453846.5,2006,Arson,5304,28.45055556,-80.8389,FL,136,2453871.5
FLAT TIRE,197,2453932.5,2006,Lightning,18585,47.73666667,-106.98,MT,205,2453940.5
HATCH GRADE,209,2453944.5,2006,Equipment Use,8000,45.98333333,-118.9666667,WA,211,2453946.5
HARRIS,294,2454394.5,2007,Campfire,90440,32.608768,-116.577142,CA,304,2454404.5
DOF 256,127,2454227.5,2007,Lightning,18027,26.14277778,-81.6075,FL,149,2454249.5
SCARED ARMADILLO,183,2454283.5,2007,Lightning,5308,26.5545,-80.43257,FL,185,2454285.5
GA-12 (SWEAT FARM RD.),106,2454206.5,2007,Lightning,68361,31.165,-82.45777778,GA,181,2454281.5
BIG TURNAROUND,106,2454206.5,2007,Miscellaneous,191474,30.80277778,-82.2725,GA,283,2454383.5
SLEEPER LAKE,215,2454315.5,2007,Lightning,19800,46.52607,-85.54039,MI,250,2454350.5
NJ NJFFS WF ASSIST WARREN GROVE,135,2454235.5,2007,Arson,17050,39.7075,-74.30972222,NJ,141,2454241.5
WF BILL WHITE EASEMENT OP'S,62,2454162.5,2007,Miscellaneous,5976,29.59008,-94.36555556,TX,64,2454164.5
OVERLOOK,194,2454294.5,2007,Lightning,17946,46.62138889,-119.3811111,WA,201,2454301.5
WAUTOMA,228,2454328.5,2007,Miscellaneous,72641,46.53361111,-119.8805556,WA,230,2454330.5
THREE LAKES 08,184,2454649.5,2008,Lightning,24058,66.083333,-144.216667,AK,288,2454753.5
EVANS ROAD FIRE,155,2454620.5,2008,Lightning,41060,35.7,-76.37,NC,268,2454733.5
BYRON,56,2454521.5,2008,Miscellaneous,5015,36.92027778,-98.16277778,OK,57,2454522.5
COAL PLANT,181,2454646.5,2008,Lightning,78000,45.66194444,-119.7677778,OR,192,2454657.5
JONES RANCH,31,2454496.5,2008,Debris Burning,6400,26.8575,-98.66222222,TX,33,2454498.5
348 SHANTA CREEK,181,2455012.5,2009,Lightning,13221,60.3375,-150.9137,AK,205,2455036.5
DOG HOUSE,199,2455030.5,2009,Lightning,6365,29.8353,-93.4675,LA,215,2455046.5
BLACK BUTTE,216,2455047.5,2009,Lightning,7836.2,34.3769,-106.7391,NM,221,2455052.5
WF SABINE PASS,59,2454890.5,2009,Missing/Undefined,5978,29.72888889,-93.89305556,TX,60,2454891.5
ROCK CREEK,203,2453207.5,2004,Lightning,5750,64.53332998,-144.5167,AK,,
CAMP CREEK,175,2453179.5,2004,Lightning,175815,64.33333999,-145.1667,AK,,
TORS,199,2453203.5,2004,Lightning,30408,64.91665998,-146.1667,AK,,
WEST FORK,201,2453205.5,2004,Lightning,5825.7002,63.31667002,-155.4167,AK,,
UPPER HEALY RIVER,226,2453230.5,2004,Lightning,6035,64.13333,-143.8333,AK,,
WASHINGTON CR.,144,2453514.5,2005,Lightning,70909.5,63.31667002,-155.2,AK,,
WOLF,214,2453584.5,2005,Lightning,16538.4,62.57167,-156.935,AK,,
DISHNA,214,2453584.5,2005,Lightning,35912.602,62.75999999,-157.3883,AK,,
CARIBOU,220,2453590.5,2005,Lightning,14942.9,63.23332999,-156.55,AK,,
LITTLE DELTA RIVER,135,2453870.5,2006,Lightning,14200,64.11667,-146.8,AK,,
DENNISON,169,2453904.5,2006,Lightning,13200,63.7,-141.35,AK,,
LITTLE DELTA,119,2454219.5,2007,Miscellaneous,33452,64.13333,-146.8167,AK,,
SU RIVER,171,2454271.5,2007,Lightning,8494,61.9,-150.0833,AK,,
TANGO CREEK,177,2451720.5,2000,Lightning,28906.4,63.82944,-156,AK,,
WEST FORK,181,2450994.5,1998,Lightning,5760,63.72474,-142.4397,AK,,
GARDINER CREEK,183,2450996.5,1998,Lightning,31360,63.17878,-141.4056,AK,,
MT.TERREL,163,2451341.5,1999,Lightning,27354,63.75404,-141.4157,AK,,
BIG OL MONSTER,170,2451348.5,1999,Lightning,23202,65.58458,-141.0115,AK,,
MCCOY CREEK,186,2451364.5,1999,Lightning,5100,64.46288,-146.3408,AK,,
WEST FORK CHENA,143,2452417.5,2002,Debris Burning,22251.5,65.09241,-146.1877,AK,,
SUSULATNA,146,2452420.5,2002,Lightning,11881,63.69629,-155.4496,AK,,
COLORADO CREEK,146,2452420.5,2002,Lightning,84015,63.6187,-155.8206,AK,,
SOUTH FORK,198,2452472.5,2002,Lightning,10000,63.27036,-156.1004,AK,,
SH RANCH COMPLEX,198,2453568.5,2005,Lightning,32126,34.45616744,-113.0016927,AZ,,
BASS FIRE,323,2454058.5,2006,Equipment Use,6500,26.32695002,-80.58194001,FL,,
MOONSHINE BAY,55,2454155.5,2007,Arson,43561.5,26.91694,-81.11444,FL,,
APRILS FOOLS,95,2454195.5,2007,Missing/Undefined,11600,26.36861,-80.74416,FL,,
FAKAHATCHEE 07,149,2454249.5,2007,Lightning,5000,26.12194,-81.44528,FL,,
DARKNESS,98,2454198.5,2007,Equipment Use,12200,26.08333,-80.66721997,FL,,
FRANCIS TAYLOR,107,2454207.5,2007,Equipment Use,39000,26.18693999,-80.71500002,FL,,
DAIRY ROAD,128,2454228.5,2007,Arson,14626,29.83694,-82.08833,FL,,
AIRPORT ROAD,122,2454222.5,2007,Arson,6575,29.27389,-81.16444,FL,,
MIDDLE OF NOWHERE,124,2454224.5,2007,Lightning,7104,26.78444,-81.66611,FL,,
FROG LIGHT,147,2454247.5,2007,Arson,23250,27.12222,-80.89694,FL,,
SAN FILIPPO,133,2454598.5,2008,Arson,6981,27.92194,-80.65778,FL,,
MYAKKA CUT,123,2454588.5,2008,Arson,38000,26.81083,-80.9675,FL,,
GATOR FIRE,151,2453155.5,2004,Equipment Use,6000,26.13943998,-80.61027999,FL,,
EAST FIRE,178,2453182.5,2004,Lightning,7600,26.26944001,-80.53110998,FL,,
MICCOSUKEE FIRE,190,2453194.5,2004,Lightning,20200,25.74917002,-80.47305001,FL,,
4 TRACK FIRE,127,2453862.5,2006,Equipment Use,13700,26.32722,-80.71444,FL,,
BERG FIRE,130,2453865.5,2006,Lightning,29250,26.37277997,-80.79666998,FL,,
HEAT FIRE,154,2453889.5,2006,Lightning,49500,26.25193998,-80.58000002,FL,,
THE DEERFLY FIRE,171,2453906.5,2006,Lightning,16000,26.41361,-80.45471998,FL,,
ROUNDABOUT SWAMP FIRE,117,2454217.5,2007,Arson,5780.2002,31.28614862,-82.97607774,GA,,
CANADA FIRE,88,2452727.5,2003,Debris Burning,15000,48.99573567,-96.20300503,MN,,
CARIBOU FIRE,100,2452739.5,2003,Arson,12680,48.99866747,-96.52370424,MN,,
LOUISBURGRADE,105,2453109.5,2004,Arson,7330.5,45.20893453,-96.19824457,MN,,
PEATLAND FIRE,279,2454014.5,2006,Miscellaneous,5700,48.7956788,-96.40167575,MN,,
JUNEBERRY,116,2454216.5,2007,Arson,24945,48.8510266,-96.29171674,MN,,
LAST DAY FIRE,316,2454416.5,2007,Arson,5100,48.91584966,-96.52899504,MN,,
CARLOS EDGE,293,2451836.5,2000,Debris Burning,8513,45.31351368,-93.13019189,MN,,
SWAIN,225,2452864.5,2003,Lightning,5774.2002,45.80680002,-106.1197,MT,,
HOBBLE FIRE,220,2452859.5,2003,Lightning,36180,45.77030002,-109.6747,MT,,
COW CREEK,247,2452521.5,2002,Lightning,5495,45.5575,-109.0741,MT,,
MAGGIE FIRE,211,2453946.5,2006,Lightning,7963,48.3294,-108.9233,MT,,
PINE RIDGE COMPLEX,193,2453928.5,2006,Lightning,121687,45.9228,-107.8561,MT,,
CHI CHI,316,2454416.5,2007,Campfire,17954,46.0973,-110.1758,MT,,
BLACK CAT,226,2454326.5,2007,Miscellaneous,10766.24,47.0201,-114.1511,MT,,
DUNN MOUNTAIN ASSIST,235,2454700.5,2008,Lightning,102379.53,46.2377,-108.3417,MT,,
CHOUTEAU CO COMPLEX,84,2454549.5,2008,Debris Burning,5519,47.9374,-110.4069,MT,,
KATHRYN,238,2454703.5,2008,Equipment Use,5000,48.4153,-108.1614,MT,,
FORKED RIVER MOUTAIN APR,165,2448786.5,1992,Miscellaneous,5284,39.84167,-74.3,NJ,,
GREENWOOD STATE FOREST,94,2449811.5,1995,Arson,19225,39.9125,-74.30833,NJ,,
BASS RIVER,120,2451298.5,1999,Equipment Use,11765,39.69584,-74.42083,NJ,,
CURRY RD 3,46,2451589.5,2000,Smoking,7000,34.30989998,-103.3101,NM,,
VAUGHN,69,2451612.5,2000,Miscellaneous,5100,34.67611,-105.0964,NM,,
DIAMOND,75,2451618.5,2000,Miscellaneous,13000,36.00689999,-104.7136,NM,,
MILAGRO,76,2451619.5,2000,Railroad,12800,34.75719998,-104.9981,NM,,
VALENTINE,43,2451586.5,2000,Miscellaneous,40333.199,33.16166999,-103.6017,NM,,
JOHNNY,48,2451591.5,2000,Railroad,42212,34.39666998,-104.4467,NM,,
GRANDE COMPLEX,67,2451610.5,2000,Miscellaneous,36324,32.98833001,-103.6533,NM,,
SUNDALE,127,2451670.5,2000,Equipment Use,5120,34.14832997,-103.205,NM,,
ODLE,128,2451671.5,2000,Equipment Use,5760,33.23500001,-103.585,NM,,
ANIMAS,124,2452033.5,2001,Miscellaneous,11000,31.56790001,-108.7957,NM,,
ROUGH CREEK,175,2452084.5,2001,Lightning,7250,31.39449999,-108.7957,NM,,
KENTON,152,2452426.5,2002,Lightning,6815,36.96667001,-103.2967,NM,,
SPRING,152,2452426.5,2002,Lightning,6275,36.97833001,-105.0497,NM,,
PONIL FIRE,154,2452428.5,2002,Lightning,92194,36.60833001,-105.1092,NM,,
MIDDLE,90,2452364.5,2002,Lightning,37600,33.35194001,-108.45,NM,,
TEJON,176,2452450.5,2002,Lightning,7420,34.63499999,-105.2356,NM,,
JENNY,173,2452812.5,2003,Lightning,6520,33.36000002,-108.14,NM,,
GLADSTONE,103,2453473.5,2005,Equipment Use,12350,36.31749997,-103.9403,NM,,
RANGE,334,2453704.5,2005,Arson,26000,34.25661997,-103.7469,NM,,
CASA,60,2453795.5,2006,Miscellaneous,26525,36.41833,-104.9764,NM,,
CLAPHAM,71,2453806.5,2006,Miscellaneous,11520,36.12139,-103.4208,NM,,
FERGUSON,113,2453848.5,2006,Lightning,7750,36.72389,-103.3706,NM,,
GLADSTONE COMPLEX,166,2453901.5,2006,Lightning,23000,36.21972,-103.3869,NM,,
EICKS DRAW,172,2453907.5,2006,Lightning,5760,31.45015,-108.7752,NM,,
HUDSON,70,2453805.5,2006,Miscellaneous,8000,35.2625,-103.5408,NM,,
OJO FELIZ,102,2453837.5,2006,Miscellaneous,16000,36.09111,-105.1664,NM,,
LUMBRE,105,2453840.5,2006,Miscellaneous,8000,34.42889,-105.0406,NM,,
LEVI,140,2453875.5,2006,Lightning,8992,36.07889,-104.7289,NM,,
BORICA,141,2453876.5,2006,Lightning,6000,34.67883,-104.6507,NM,,
CERRO FIRE,142,2453877.5,2006,Lightning,5000,36.11983,-105.0298,NM,,
HARDING PLEX,167,2453902.5,2006,Lightning,9000,35.72867,-103.9137,NM,,
RIVERA MESA,167,2453902.5,2006,Lightning,16114,36.24417,-104.9685,NM,,
TATUM EAST,1,2453736.5,2006,Miscellaneous,15000,32.76167,-103.5983,NM,,
MCDONALD,71,2453806.5,2006,Miscellaneous,92390,33.05825,-103.6025,NM,,
TAIBAN,112,2453847.5,2006,Lightning,5800,34.3683,-103.87,NM,,
FOUR LAKES,141,2453876.5,2006,Lightning,7600,33.3867,-103.5444,NM,,
PEP 2,141,2453876.5,2006,Lightning,8000,33.8211,-103.3542,NM,,
WOODY,141,2453876.5,2006,Lightning,9000,34.1359,-103.7784,NM,,
JET,141,2453876.5,2006,Lightning,11000,34.1026,-103.9035,NM,,
ANGEL,234,2454334.5,2007,Lightning,7600,33.25344,-103.2817,NM,,
NM 467,290,2454390.5,2007,Equipment Use,15000,34.22111,-103.3175,NM,,
SIX,322,2454422.5,2007,Equipment Use,18000,33.24456,-103.471,NM,,
HIGHWAY 31 FIRE,112,2454943.5,2009,Debris Burning,19130,33.82175,-78.92149,SC,,
ALABAUGH,188,2454288.5,2007,Lightning,10324,43.3838,-103.5624,SD,,
MOORE BRANCH,245,2451788.5,2000,Arson,15864,30.90208001,-93.58958001,TX,,
LEMONS GAP COMPLEX,148,2452057.5,2001,Missing/Undefined,25000,30.16667002,-102.9,TX,,
JOHNSON RANCH,219,2452858.5,2003,Lightning,11015,32.81028001,-99.15556001,TX,,
WALNUT BEND,361,2453731.5,2005,Miscellaneous,5600,33.75167001,-96.97583,TX,,
THREE POINTS,183,2453553.5,2005,Lightning,8382,30.76694001,-104.1503,TX,,
CROSSROADS,361,2453731.5,2005,Miscellaneous,7660,32.14583001,-99.21333,TX,,
CHINATI,183,2453553.5,2005,Lightning,15130,30.08360998,-104.3358,TX,,
WAGNER RANCH,331,2453701.5,2005,Miscellaneous,5120,33.56361001,-99.03778001,TX,,
HWY 54 COMPLEX,166,2453901.5,2006,Lightning,5000,35.74686001,-102.8984,TX,,
CANADIAN,166,2453901.5,2006,Lightning,25000,35.39387002,-103.0119,TX,,
PALO DURO EAST,141,2453876.5,2006,Lightning,11475,34.93552997,-101.5956,TX,,
SPIKE KING,221,2453956.5,2006,Lightning,5500,33.68621997,-99.98974999,TX,,
CADDO II COMPLEX,230,2453965.5,2006,Equipment Use,5556,32.73354997,-98.60969001,TX,,
BUCKLE L 2,71,2453806.5,2006,Smoking,40000,34.29083001,-100.2889,TX,,
OLDHAM BOY'S RANCH,69,2453804.5,2006,Equipment Use,13000,35.54308001,-102.2663,TX,,
CANADIAN NORTH,101,2453836.5,2006,Equipment Use,18000,36.04841998,-100.3649,TX,,
HUCKABAY,2,2453737.5,2006,Missing/Undefined,5000,32.34443998,-98.30443999,TX,,
RINGGOLD,1,2453736.5,2006,Missing/Undefined,41000,33.82221999,-97.94443999,TX,,
COLE,1,2453736.5,2006,Miscellaneous,39812,31.73667,-100.9456,TX,,
ROCKER B,1,2453736.5,2006,Miscellaneous,42110,31.46667,-101.1667,TX,,
CARBON,1,2453736.5,2006,Miscellaneous,35300,32.23333,-98.83334002,TX,,
HARDWICK,1,2453736.5,2006,Miscellaneous,23000,35.04889,-100.8703,TX,,
ENCINAL,136,2453871.5,2006,Campfire,10919,27.89883,-98.95071,TX,,
TATUM WEST,1,2453736.5,2006,Miscellaneous,10000,32.70025,-103.1495,TX,,
FM 214 & CR 210,71,2453806.5,2006,Miscellaneous,9600,33.51366002,-102.8279,TX,,
HARDIN FIRE,96,2453831.5,2006,Miscellaneous,5000,35.03590002,-100.892,TX,,
BOWERS CITY,96,2453831.5,2006,Miscellaneous,5000,35.38622999,-100.9742,TX,,
HWY 37,146,2453881.5,2006,Lightning,6000,33.98776999,-102.5929,TX,,
GREENWOOD,76,2454541.5,2008,Smoking,5500,31.94213,-101.8969,TX,,
285 FIRE,29,2454494.5,2008,Debris Burning,14210,27.26488,-98.51507,TX,,
COTULLA,33,2454498.5,2008,Miscellaneous,19000,28.52025,-99.3118,TX,,
CHEVRON,39,2454504.5,2008,Miscellaneous,8924,32.2074,-102.2188,TX,,
SILVER FIRE,56,2454521.5,2008,Miscellaneous,20200,32.05446,-100.7085,TX,,
ARCHER CO,56,2454521.5,2008,Equipment Use,13548,33.59808,-98.67122,TX,,
GLASS,56,2454521.5,2008,Miscellaneous,220000,31.74216,-101.0438,TX,,
GRAND FALLS,56,2454521.5,2008,Miscellaneous,6000,31.36362,-102.7578,TX,,
NORTH,62,2454527.5,2008,Miscellaneous,5000,32.1285,-102.1022,TX,,
SCURRY COUNTY COMPLEX,54,2454519.5,2008,Miscellaneous,28625,32.71048,-100.9218,TX,,
MACY,74,2454539.5,2008,Miscellaneous,6000,30.08795,-101.1596,TX,,
HIGHWAY 322,74,2454539.5,2008,Miscellaneous,67500,28.3025,-99.43667,TX,,
PARKER FIRE,101,2454566.5,2008,Equipment Use,5000,32.29333,-102.5697,TX,,
BORDEN COUNTY COMPLEX,91,2454556.5,2008,Miscellaneous,15000,32.68959,-101.6164,TX,,
BURNS RANCH,78,2454543.5,2008,Miscellaneous,25600,26.55495,-98.12082,TX,,
ROCKING JBH,144,2454609.5,2008,Miscellaneous,7220,30.90333,-103.4668,TX,,
HUCKABEE,121,2454586.5,2008,Miscellaneous,98168,30.63117,-101.5342,TX,,
CATHEDRAL,115,2454580.5,2008,Lightning,23000,30.31367,-103.3608,TX,,
ELLISON,101,2454566.5,2008,Miscellaneous,16000,31.384,-102.789,TX,,
HUGHES RANCH,156,2454621.5,2008,Equipment Use,43241,30.48167,-104.32,TX,,
OAK CITY CANYON,197,2453932.5,2006,Missing/Undefined,9740,39.36628776,-112.3246729,UT,,
GREENVILLE,191,2454291.5,2007,Missing/Undefined,14656,38.19813742,-112.7000094,UT,,
ROCKY FORD,179,2453914.5,2006,Missing/Undefined,5000,47.32022188,-119.4765084,WA,,
WOOD GULCH,204,2453574.5,2005,Missing/Undefined,5400,45.78424999,-120.2353,WA,,
BROKEN SNOWSHOE,144,2454975.5,2009,Lightning,25339.6,63.08333333,-155.4166667,AK,260,2455091.5
HOHOLITNA,146,2454977.5,2009,Lightning,8619,61.41666667,-156.9333333,AK,215,2455046.5
SUSULATNA,146,2454977.5,2009,Lightning,16386,63.85,-154.85,AK,222,2455053.5
DILLINGER,146,2454977.5,2009,Lightning,23912,62.63333333,-153.55,AK,260,2455091.5
LADUE RIVER,152,2454983.5,2009,Lightning,24061,63.28333333,-141.55,AK,183,2455014.5
SWAMP CREEK,160,2454991.5,2009,Lightning,6545,62.95,-141.0666667,AK,183,2455014.5
FRANKLIN CREEK,163,2454994.5,2009,Lightning,19984,62.63333333,-158.1666667,AK,215,2455046.5
BEAR LAKE,170,2455001.5,2009,Lightning,5030,64.65,-149.8333333,AK,188,2455019.5
LUNCH LAKE,171,2455002.5,2009,Lightning,12802,64.85,-150.0166667,AK,208,2455039.5
FREEZEOUT LAKE,307,2449294.5,1993,Missing/Undefined,7680,47.63224,-112.27525,MT,,
GRIERSON,234,2449586.5,1994,Missing/Undefined,6400,46.4891,-107.6607,MT,235,2449587.5
CUNNINGHAM,252,2449604.5,1994,Missing/Undefined,5000,45.1707,-104.92662,MT,255,2449607.5
POWDERVILLE,230,2450312.5,1996,Missing/Undefined,62000,45.838158,-105.115822,MT,243,2450325.5
BURNT SHED,251,2451064.5,1998,Missing/Undefined,6355.89,46.45512,-107.93109,MT,,
JOHNSTONE,304,2451482.5,1999,Missing/Undefined,7800,46.02556,-104.83541,MT,309,2451487.5
OUTLOOK,304,2451482.5,1999,Missing/Undefined,6952,48.88902,-104.87477,MT,305,2451483.5
RIO,188,2449905.5,1995,Lightning,24505,33.69717782,-111.7727772,AZ,194,2449911.5
